"SampleID","cluster"
"24776","Lactobacillus_iners"
"24785","Lactobacillus_iners"
"24795","Lactobacillus_iners"
"24807","Lactobacillus_crispatus_cluster"
"24808","Lactobacillus_iners"
"24811","Lactobacillus_crispatus_cluster"
"24819","Lactobacillus_gasseri_cluster"
"24824","Lactobacillus_iners"
"24827","Gardnerella_vaginalis"
"24833","Lactobacillus_iners"
"24845","Lachnospiraceae_BVAB1"
"24878","Lactobacillus_jensenii/fornicalis/psittaci"
"24882","Lachnospiraceae_BVAB1"
"24909","Lactobacillus_crispatus_cluster"
"24914","Lactobacillus_crispatus_cluster"
"24952","Lactobacillus_iners"
"24972","Lactobacillus_iners"
"24978","Lachnospiraceae_BVAB1"
"24996","Lactobacillus_crispatus_cluster"
"24998","Megasphaera_OTU70_type1"
"25002","Lactobacillus_jensenii/fornicalis/psittaci"
"25003","Lactobacillus_iners"
"25045","Lachnospiraceae_BVAB1"
"25051","Lactobacillus_iners"
"25058","Lactobacillus_iners"
"25060","Lactobacillus_iners"
"25097","Lactobacillus_iners"
"25099","Lactobacillus_crispatus_cluster"
"25102","Lachnospiraceae_BVAB1"
"25103","Lactobacillus_crispatus_cluster"
"25109","Gardnerella_vaginalis"
"25118","Lactobacillus_gasseri_cluster"
"25150","Lactobacillus_iners"
"25161","Gardnerella_vaginalis"
"25163","Lactobacillus_iners"
"25171","Lactobacillus_iners"
"25172","Lactobacillus_iners"
"25185","Lactobacillus_iners"
"25192","Lactobacillus_crispatus_cluster"
"25194","notype"
"25208","Lactobacillus_iners"
"25217","Lactobacillus_iners"
"25219","Bifidobacterium_breve_cluster"
"25224","Lactobacillus_iners"
"25244","Lactobacillus_crispatus_cluster"
"25247","Mycoplasma_girerdii"
"25252","Lactobacillus_iners"
"25253","Lactobacillus_iners"
"25258","Lactobacillus_iners"
"25267","Lachnospiraceae_BVAB1"
"25296","Lactobacillus_iners"
"25301","Lactobacillus_iners"
"25317","Mycoplasma_girerdii"
"25320","Lactobacillus_iners"
"25339","Lactobacillus_crispatus_cluster"
"25352","Streptococcus_agalactiae"
"25353","Lactobacillus_iners"
"25355","Lactobacillus_iners"
"25358","Atopobium_vaginae"
"25359","Lactobacillus_iners"
"25362","Gardnerella_vaginalis"
"25384","Lactobacillus_iners"
"25387","Lactobacillus_crispatus_cluster"
"25396","Lactobacillus_iners"
"25429","Atopobium_vaginae"
"25430","Lactobacillus_iners"
"25443","Lactobacillus_iners"
"25444","Lactobacillus_iners"
"25495","Lactobacillus_iners"
"25525","Mycoplasma_hominis"
"25535","Lactobacillus_crispatus_cluster"
"25540","Lactobacillus_crispatus_cluster"
"25546","Lactobacillus_crispatus_cluster"
"25551","Atopobium_vaginae"
"25572","Lactobacillus_iners"
"25578","Lactobacillus_iners"
"25600","Lactobacillus_jensenii/fornicalis/psittaci"
"25619","Lactobacillus_iners"
"25695","Lactobacillus_iners"
"25756","Lachnospiraceae_BVAB1"
"25761","Lactobacillus_iners"
